Dataset Name,Algorithm Name,Cross Validation [1-10],Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time(time.perf_counter()),Inference Time(time.perf_counter()
statlog-vehicle,LogitBoost,6,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=1, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.7882352941176469,0.4468625992063492,0.7857142857142857,0.7940961098398169,0.3034530573593074,0.6694601748986885,219.92,0.14
statlog-vehicle,LogitBoost,7,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.45, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=1, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.8,0.4505847451159951,0.75,0.7914031620553359,0.310851076007326,0.6800463019998064,218.21,0.1
statlog-vehicle,LogitBoost,8,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.35000000000000003, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=2, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.7619047619047619,0.4482886904761905,0.75,0.7518198287220027,0.3284209951341648,0.6897658207304751,214.12,0.15
statlog-vehicle,LogitBoost,9,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.2, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=1, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.8072289156626506,0.35445468509984634,0.8346774193548387,0.8068598068598068,0.244668458781362,0.5885034631318304,217.6,0.09
statlog-vehicle,LogitBoost,10,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.2, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=1, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.8048780487804879,0.4344262295081967,0.75,0.8100686498855836,0.3126463700234192,0.6778144025605211,219.27,0.13
spambase,MadaBoost,1,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.9000000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=15,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9609544468546638,0.9175824175824177,0.017921146953405017,0.9629841002843528,0.9859683327425262,0.9820773534261652,358.67,0.22
spambase,MadaBoost,2,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.7500000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=22,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9436008676789588,0.9175824175824177,0.03942652329749104,0.9425993568110532,0.975737524124621,0.9673474375349068,450.84,0.16
spambase,MadaBoost,3,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.9000000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=15,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9392624728850324,0.8791208791208791,0.025089605734767026,0.943330489192264,0.9742014258143292,0.9506248564746612,450.11,0.16
spambase,MadaBoost,4,"{'clf__n_estimators': 951, 'clf__learning_rate': 0.9000000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=15,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9543478260869566,0.9171270718232044,0.021505376344086027,0.9565164728682172,0.9877423315313174,0.9748301978271626,453.49,0.25
spambase,MadaBoost,5,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.9000000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=15,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9630434782608696,0.9281767955801103,0.025089605734767026,0.9626065821977848,0.9910295253371354,0.985923738527384,455.37,0.16
spambase,MadaBoost,6,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.7500000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=22,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9608695652173912,0.9723756906077348,0.05017921146953405,0.9559158411023959,0.9893067189449296,0.980757854091733,460.6,0.16
spambase,MadaBoost,7,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.7500000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=22,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9608695652173912,0.9171270718232044,0.010752688172043013,0.9653510644787408,0.9966732014495336,0.9949935650013979,448.67,0.15
spambase,MadaBoost,8,"{'clf__n_estimators': 951, 'clf__learning_rate': 0.9000000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=15,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9630434782608696,0.9447513812154696,0.03225806451612903,0.9608862360660921,0.9941781025366841,0.9913274199477338,459.72,0.25
spambase,MadaBoost,9,"{'clf__n_estimators': 951, 'clf__learning_rate': 0.9000000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=15,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9019607843137256,0.9337016574585636,0.11510791366906475,0.8949705281812228,0.968619579474542,0.9580757284615252,460.94,0.24
spambase,MadaBoost,10,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.9000000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=15,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.8779956427015251,0.8453038674033149,0.10071942446043164,0.8722922214714416,0.9325887356413212,0.931731462141562,459.6,0.16
spambase,AdaBoost,1,"{'clf__n_estimators': 851, 'clf__learning_rate': 0.7500000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=8,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9522776572668112,0.9010989010989012,0.014336917562724013,0.9573785145457501,0.9832506203473944,0.9771791943332232,256.56,0.21
spambase,AdaBoost,2,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.7500000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=22,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9392624728850324,0.9065934065934066,0.03942652329749104,0.9389254385964912,0.9734333766591832,0.9616538784371048,309.24,0.2
spambase,AdaBoost,3,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.7500000000000001, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=22,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.93058568329718,0.8681318681318682,0.028673835125448032,0.9352256483561364,0.9717003426680848,0.9510251426779224,323.7,0.14
spambase,AdaBoost,4,"{'clf__n_estimators': 601, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9652173913043478,0.9558011049723756,0.028673835125448032,0.9635636349234638,0.9892869165726054,0.9733529994329622,304.88,0.2
spambase,AdaBoost,5,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.35000000000000003, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=2,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9565217391304348,0.9392265193370166,0.03225806451612903,0.955287381458876,0.9869898413829976,0.979692114599544,304.97,0.19
spambase,AdaBoost,6,"{'clf__n_estimators': 601, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9456521739130436,0.9613259668508288,0.06093189964157706,0.9400652985074628,0.9834650191092892,0.9682059895499134,299.84,0.15
spambase,AdaBoost,7,"{'clf__n_estimators': 601, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9760869565217392,0.9502762430939228,0.007168458781362006,0.9785186078289528,0.9951484187805699,0.9937250144546532,313.03,0.14
spambase,AdaBoost,8,"{'clf__n_estimators': 301, 'clf__learning_rate': 0.3, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=2,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9521739130434784,0.9502762430939228,0.04659498207885305,0.9485012285012284,0.988376007445692,0.9849562123349976,297.43,0.09
spambase,AdaBoost,9,"{'clf__n_estimators': 601, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.8453159041394336,0.8950276243093923,0.1618705035971223,0.8397291626931146,0.9428435152430542,0.9342151065811356,298.21,0.2
spambase,AdaBoost,10,"{'clf__n_estimators': 601, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.8671023965141612,0.8176795580110497,0.0971223021582734,0.8621506585287504,0.9180412576016532,0.9213858705249278,305.64,0.14
spambase,LogitBoost,1,"{'clf__n_estimators': 301, 'clf__learning_rate': 0.3, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=2, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.9631236442516268,0.9450549450549448,0.025089605734767026,0.9627164309204008,0.9913052896923864,0.987831228601183,540.61,0.08
spambase,LogitBoost,2,"{'clf__n_estimators': 301, 'clf__learning_rate': 0.3, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=2, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.9587852494577006,0.9340659340659341,0.025089605734767026,0.9590992281371846,0.97955807633227,0.9696307021413976,511.32,0.05
spambase,LogitBoost,3,"{'clf__n_estimators': 601, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=1, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.9414316702819956,0.8846153846153846,0.021505376344086027,0.9463216424294272,0.9847571783055654,0.9704501749384592,482.72,0.09
spambase,LogitBoost,4,"{'clf__n_estimators': 301, 'clf__learning_rate': 0.3, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=2, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.9565217391304348,0.9226519337016574,0.014336917562724013,0.9582687156351332,0.9893265213172538,0.9768924625816652,509.64,0.06
spambase,LogitBoost,5,"{'clf__n_estimators': 301, 'clf__learning_rate': 0.3, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=2, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.967391304347826,0.9558011049723756,0.021505376344086027,0.9662698412698412,0.9916433988791856,0.9898184798640975,525.62,0.06
spambase,LogitBoost,6,"{'clf__n_estimators': 301, 'clf__learning_rate': 0.3, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=2, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.9521739130434784,0.988950276243094,0.053763440860215055,0.945917326094072,0.9859007109051664,0.973455026409152,513.56,0.06
spambase,LogitBoost,7,"{'clf__n_estimators': 301, 'clf__learning_rate': 0.3, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=2, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.9608695652173912,0.9005524861878453,0.007168458781362006,0.9667082217816926,0.994376126259926,0.9926561727353151,504.6,0.06
spambase,LogitBoost,8,"{'clf__n_estimators': 301, 'clf__learning_rate': 0.3, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=2, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.967391304347826,0.9392265193370166,0.021505376344086027,0.9671886206072198,0.9923562842828572,0.9887768807326238,498.11,0.06
spambase,LogitBoost,9,"{'clf__n_estimators': 601, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=1, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.8867102396514162,0.8950276243093923,0.11870503597122302,0.8793997668997668,0.9630549703883304,0.9475359041542596,518.06,0.08
spambase,LogitBoost,10,"{'clf__n_estimators': 601, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=1, max_features=None,
                      max_leaf_nodes=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      presort=False, random_state=42, splitter='best')}",0.8605664488017429,0.8232044198895028,0.11510791366906475,0.8540482531102191,0.910936444214794,0.9125232628537976,556.54,0.08
prnn_synth,MadaBoost,1,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.35000000000000003, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=2,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.8461538461538461,0.07692307692307693,0.7692307692307693,0.8545454545454545,0.06213017751479288,0.3444353992577172,6.05,0.06
prnn_synth,MadaBoost,2,"{'clf__n_estimators': 301, 'clf__learning_rate': 0.3, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=2,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",1.0,0.0,1.0,1.0,0.0,0.35947802197802203,6.11,0.03
prnn_synth,MadaBoost,3,"{'clf__n_estimators': 301, 'clf__learning_rate': 0.3, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=2,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.8846153846153846,0.07692307692307693,0.8461538461538461,0.8869047619047619,0.014792899408284025,0.345774153382849,7.5,0.04
prnn_synth,MadaBoost,4,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.35000000000000003, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=2,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.8461538461538461,0.15384615384615385,0.8461538461538461,0.8461538461538461,0.04437869822485207,0.3508721822487004,6.64,0.07
prnn_synth,MadaBoost,5,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.35000000000000003, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=2,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.8076923076923077,0.2307692307692308,0.8461538461538461,0.8095238095238095,0.07988165680473372,0.33767299581421995,6.51,0.06
prnn_synth,MadaBoost,6,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.35000000000000003, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=2,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.875,0.08333333333333333,1.0,0.9,0.0069444444444444475,0.3393385424345177,6.26,0.06
prnn_synth,MadaBoost,7,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.35000000000000003, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=2,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.8333333333333334,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.16319444444444442,0.3888888888888889,7.88,0.08
prnn_synth,MadaBoost,8,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.35000000000000003, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=2,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.875,0.08333333333333333,0.8333333333333334,0.8776223776223776,0.05555555555555555,0.3454572553685826,6.53,0.07
prnn_synth,MadaBoost,9,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.35000000000000003, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=2,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9166666666666666,0.0,0.9166666666666666,0.9166666666666666,0.02777777777777779,0.35409096837115417,6.27,0.05
prnn_synth,MadaBoost,10,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.35000000000000003, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=2,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.8333333333333334,0.0,0.6666666666666666,0.875,0.041666666666666664,0.3357528250330108,6.29,0.06
prnn_synth,AdaBoost,1,"{'clf__n_estimators': 601, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.8461538461538461,0.07692307692307693,0.7692307692307693,0.8545454545454545,0.1301775147928994,0.3588361730625158,7.49,0.08
prnn_synth,AdaBoost,2,"{'clf__n_estimators': 601, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9230769230769232,0.07692307692307693,0.9230769230769232,0.9230769230769232,0.03550295857988165,0.3392594548554301,5.82,0.06
prnn_synth,AdaBoost,3,"{'clf__n_estimators': 601, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.9615384615384616,0.0,0.9230769230769232,0.9642857142857144,0.005917159763313606,0.3281129777724981,5.98,0.06
prnn_synth,AdaBoost,4,"{'clf__n_estimators': 601, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.8846153846153846,0.07692307692307693,0.8461538461538461,0.8869047619047619,0.035502958579881665,0.3395123003005833,7.52,0.08
prnn_synth,AdaBoost,5,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.2, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.8076923076923077,0.2307692307692308,0.8461538461538461,0.8095238095238095,0.1124260355029586,0.3452458744722172,6.12,0.07
prnn_synth,AdaBoost,6,"{'clf__n_estimators': 501, 'clf__learning_rate': 0.2, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.8333333333333334,0.16666666666666666,1.0,0.875,0.013888888888888895,0.3305140336100088,6.08,0.05
prnn_synth,AdaBoost,7,"{'clf__n_estimators': 551, 'clf__learning_rate': 0.35000000000000003, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=2,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.7083333333333334,0.0,0.5833333333333334,0.7222222222222222,0.1736111111111111,0.36771954896954895,6.47,0.06
prnn_synth,AdaBoost,8,"{'clf__n_estimators': 601, 'clf__learning_rate': 0.1, 'clf__base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=1,
                       max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort=False,
                       random_state=42, splitter='best')}",0.8333333333333334,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.05208333333333333,0.3358746166450769,5.83,0.06
